0.001011201,9.5727E-07,0.000143768,2.043933607
0.002389286,0.00257405,0.80104608,4.859798987
0.14645828,0.117726555,0.000661148,5.635298053
0.479564797,0.008273593,5.28421E-07,-1.19009541
0.089786679,0.327054093,0.6714117,0.852354153
0.417895939,0.108458814,0.282027229,3.85188473
0.297741175,7.31239E-10,0.892259083,1.475793489
0.000221189,0.020766385,0.04820609,0.759115159
4.84981E-06,0.984838949,0.047195143,1.961465811
0.000665267,0.000326949,1.79798E-05,1.245690802
0.513022948,8.36147E-05,0.436322557,1.306731933
3.57065E-07,0.365868081,0.88924806,4.484438993
0.067788927,0.001078094,0.694123723,0.209545181
0.017943937,0.000375382,0.176907969,4.686348394
0.001330162,0.905870719,0.29004363,4.667391571
0.381806772,0.000765489,2.65723E-05,3.645522754
0.000793671,0.001396013,0.744520977,-1.562367504
0.016167728,0.415437369,0.29352075,2.371177
0.18669357,4.14089E-09,0.094222201,-0.912638612
6.09734E-05,0.265503263,5.08332E-06,-1.961293025
0.264514639,0.014391272,0.105918877,6.774008718
0.125117122,0.027555731,0.416219492,6.372661713
0.000652811,0.133820085,0.065639361,-3.52984578
0.180808393,0.00295865,0.004686967,-2.072388764
0.132106293,5.91096E-05,0.005849448,1.369038532
0.000658075,0.001141103,0.101773365,0.773985284
0.212751294,0.00033572,0.20481675,-2.305985035
0.000129487,0.031950581,0.005125369,6.163948201
0.097377167,0.324205857,0.151009625,-1.124369974
0.854977799,0.103206447,0.017620846,4.388307264
2.32931E-05,0.001536439,0.099962628,4.637070648
3.16874E-10,0.559942519,7.68709E-06,2.226499181
0.559617074,0.00103274,0.025226113,-1.515303524
3.23614E-11,0.029709286,0.077667611,5.040904807
5.07772E-11,0.01645234,0.179844806,3.255266082
0.022660099,0.005812324,0.000249416,1.212924332
0.002253831,8.37151E-06,9.13938E-05,4.944087793
0.192930149,0.000619137,0.653811581,-0.680771244
1.01252E-05,0.485083115,0.00689802,2.344892189
0.001981004,0.000311793,0.019933603,5.073791264
3.17411E-05,8.28587E-10,0.072460062,3.202438086
0.21956191,8.77176E-05,0.1783179,2.57621316
0.917526123,1.59341E-07,0.000336411,0.323715576
0.082356618,1.82711E-05,0.377374075,3.269758902
0.05328123,0.00754504,0.004922524,0.958242321
0.001110066,0.03026526,1.56072E-08,-2.75083776
0.842851496,0.286501368,0.634748865,2.95262285
0.147797217,0.009288025,2.73434E-05,-0.909395862
0.004370503,0.019033745,0.311628863,5.497139243
1.80151E-05,0.000276216,0.040410954,1.997204816
0.028977851,0.01861356,0.168646944,-2.588205215
0.110928845,0.291684426,0.104649702,4.239616679
0.000272298,0.04223956,0.03526796,-2.42942512
0.046905613,0.003015355,0.334480412,-1.567644018
4.22297E-05,0.009085559,0.171244078,0.357953277
9.53136E-06,0.441167725,3.40567E-05,2.145955073
0.908324215,0.000944676,0.020900526,7.734623624
3.08781E-05,0.000263669,0.29197203,6.168272029
0.001138351,0.06363364,0.898718996,0.529141157
0.029753209,0.005921107,0.478923581,4.004992679
0.463125477,0.001057826,1.14566E-05,-2.651250525
0.002229099,0.002066345,0.044917108,3.20493588
0.057947632,2.10392E-05,0.004573587,2.789782636
0.000406042,0.9246458,0.609990209,0.046606013
0.367251242,0.05276472,0.604421908,0.055926279
6.41389E-05,0.000781597,0.006592858,6.178108675
0.099285415,0.000384912,0.002470042,5.768812055
0.002922034,0.060430617,0.01150604,-1.395997907
0.000247608,0.394315228,0.020120926,-0.888765171
4.04122E-06,0.104436185,0.027373238,1.256756348
0.447237388,0.099680065,0.000146855,5.743633646
0.014431327,0.382542255,0.169115365,0.819491634
0.000166437,0.107958302,1.79553E-08,-1.174733461
0.001661193,0.001901452,0.107370541,6.09072616
0.378871278,0.515978209,0.00107727,-4.066495818
