Country Code,City,Location,Coordinates,Last Updated,BC,CO,NO,NO2,NOX,O3,PM1,PM10,PM2.5,SO2,AQI_Category
AD,Escaldes-Engordany,AD0942A,"42.5096939994651, 1.539138",2023-05-31T08:30:00+05:30,,,0.6,,,,,,,,Unknown
AD,Escaldes-Engordany,AD0942A,"42.5096939994651, 1.539138",2023-05-31T09:30:00+05:30,,100.0,,4.7,,50.5,,11.0,7.9,0.2,Good
AD,Escaldes-Engordany,AD0944A,"42.516943999465, 1.56525",2023-05-31T09:30:00+05:30,,,,,,108.7,,,,,Unknown
AD,unused,AD0945A,"42.534882999465, 1.716986",2023-04-18T19:30:00+05:30,,,,,,45.8,,,,,Unknown
AE,Abu Al Abyad,E11+Road,"24.035099, 53.88529",2024-03-25T13:30:00+05:30,,150.0,,5.63,,,,281.0,,13.72,Unknown
AE,Abu Dhabi,Al Mafraq,"24.28697, 54.58610000000001",2024-03-25T13:30:00+05:30,,,,21.58,,,,508.0,,6.51,Unknown
AE,Abu Dhabi,Al Maqtaa,"24.40349, 54.51599",2024-03-25T13:30:00+05:30,,240.0,,13.82,,6.08,,292.0,,11.1,Unknown
AE,Abu Dhabi,Baniyas School,"24.32129, 54.63589",2024-03-25T13:30:00+05:30,,,,1.37,,66.61,,305.0,,5.86,Unknown
AE,Abu Dhabi,Bida Zayed,"23.652199, 53.70379",2024-03-25T13:30:00+05:30,,,,10.16,,55.46,,68.0,,11.66,Unknown
AE,Abu Dhabi,Khalifa City A,"24.419899, 54.57809",2024-03-25T13:30:00+05:30,,,,4.45,,49.98,,306.0,,4.16,Unknown
AE,Abu Dhabi,Khalifa School,"24.4299, 54.408399",2024-03-25T13:30:00+05:30,,,,16.81,,40.57,,126.0,,15.6,Unknown
AE,Abu Dhabi,Mussafah,"24.34715, 54.5028",2024-03-25T03:30:00+05:30,,,,41.31,,,,,,16.89,Unknown
AE,Abu Dhabi,Mussafah,"24.34715, 54.5028",2024-03-25T09:30:00+05:30,,,,,,,,206.0,,,Unknown
AE,Abu Dhabi,SPARTAN - Abu Dhabi,"24.4416, 54.6166",2023-06-07T22:30:00+05:30,,,,,,,,,90.2,,Moderate
AE,Abu Dhabi,US Diplomatic Post: Abu Dhabi,"24.424399, 54.433746",2024-03-25T13:30:00+05:30,,,,,,-0.999,,,-999.0,,Good
AE,Al Ain,Al Ain Islamic Institute,"24.219, 55.7348",2024-03-25T13:30:00+05:30,,,,,,38.93,,207.0,,,Unknown
AE,Al Ain,Al Ain Islamic Institute,"24.219, 55.7348",2024-03-25T11:30:00+05:30,,,,4.02,,,,,,,Unknown
AE,Al Ain,Al Ain Islamic Institute,"24.219, 55.7348",2024-03-25T12:30:00+05:30,,,,,,,,,,11.36,Unknown
AE,Al Ain,Al Ain Street,"24.22579, 55.76579",2024-03-25T13:30:00+05:30,,380.0,,13.84,,,,260.0,,8.71,Unknown
AE,Al Ain,Al Qua'a,"23.53109, 55.48589",2024-03-25T13:30:00+05:30,,440.0,,2.18,,49.71,,367.0,,2.88,Unknown
AE,Al Ain,Al Tawia,"24.25909, 55.70479",2024-03-25T13:30:00+05:30,,,,4.49,,38.58,,252.0,,8.49,Unknown
AE,Al Ain,Sweihan,"24.466506, 55.34282475",2024-03-25T13:30:00+05:30,,410.0,,3.89,,50.33,,233.0,,5.11,Unknown
AE,Al Ain,Zakher,"24.163390000000003, 55.70209",2024-03-25T13:30:00+05:30,,,,4.34,,,,299.0,,1.69,Unknown
AE,Al Ruways Industrial City,Ruwais,"24.09079, 52.75479",2024-03-25T13:30:00+05:30,,220.0,,4.17,,47.36,,144.0,,14.14,Unknown
AE,Ghiyathi,Gayathi,"23.83549, 52.81029",2024-03-25T13:30:00+05:30,,,,7.54,,40.35,,192.0,,4.33,Unknown
AE,Habshan,Habshan South,"23.750399, 53.745199",2024-03-25T13:30:00+05:30,,,,1.91,,84.72,,203.0,,8.25,Unknown
AE,Liwa,Liwa,"23.09569, 53.60639",2024-03-25T13:30:00+05:30,,,,3.83,,57.95,,210.0,,13.5,Unknown
AF,Kabul,US Diplomatic Post: Kabul,"34.535812, 69.190514",2021-08-16T23:30:00+05:30,,,,,,,,,-999.0,,Good
AR,Buenos Aires,CENTENARIO,"-34.60638, -58.43194",2024-02-23T08:30:00+05:30,,0.0,,0.0,,,,10.0,,,Unknown
AR,Buenos Aires,CORDOBA,"-34.60441667, -58.39165",2024-02-23T08:30:00+05:30,,0.51,,0.01,,,,12.0,,,Unknown
AR,Buenos Aires,EMC I Dock Sud,"-34.667375, -58.329231",2024-02-22T12:30:00+05:30,,,3.0,7.0,10.0,28.0,,8.0,5.0,11.0,Good
AR,Buenos Aires,EMC I Dock Sud,"-34.667375, -58.329231",2024-02-22T13:30:00+05:30,,180.0,,,,,,,,,Unknown
AR,Buenos Aires,EMC II La Matanza,"-34.883175, -58.682542000000005",2024-02-22T12:30:00+05:30,,,1.0,18.0,19.0,24.0,,,,0.42,Unknown
AR,Buenos Aires,EMC II La Matanza,"-34.883175, -58.682542000000005",2023-12-16T07:30:00+05:30,,,,,,,,,1.0,,Good
AR,Buenos Aires,EMC II La Matanza,"-34.883175, -58.682542000000005",2024-02-04T04:30:00+05:30,,1000.0,,,,,,,,,Unknown
AR,Buenos Aires,EMC II La Matanza,"-34.883175, -58.682542000000005",2024-02-22T11:30:00+05:30,,,,,,,,6.0,,,Unknown
AR,Buenos Aires,LA BOCA,"-34.62527, -58.365550000000006",2024-02-23T08:30:00+05:30,,0.44,,0.01,,,,16.0,,,Unknown
AR,Buenos Aires,SPARTAN - CITEDEF,"-34.5554, -58.5064",2017-01-23T20:30:00+05:30,,,,,,,,,3.0,,Good
AT,Amt der Burgenländischen Landesregierung,NET.01,"47.278359999464946, 16.22068",2024-02-22T13:30:00+05:30,,,,31.56900024,,9.408,,26.09249877,,,Unknown
AT,Amt der Burgenländischen Landesregierung,NET.01,"47.84011399946592, 16.526170000000004",2024-02-22T13:30:00+05:30,,324.49996,,11.93819999,,45.014,,16.76160049,16.10774993,2.61770009,Good
AT,Amt der Kärntner Landesregierung,NET.02,"46.55839999946404, 13.703449999999998",2024-02-22T13:30:00+05:30,,,,,,73.425,,15.76500129,,1.69499993,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.610109999464065, 14.398260000000004",2024-02-22T13:30:00+05:30,,,,,,,,25.79500007,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.61249999946407, 13.841389",2024-02-22T13:30:00+05:30,,,,46.21499633,,,,27.73999977,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.62555999946409, 14.318059999999997",2024-02-22T13:30:00+05:30,,310.25499,,,,,,23.77999877,12.0550003,,Good
AT,Amt der Kärntner Landesregierung,NET.02,"46.62555999946409, 14.318059999999997",2024-02-22T11:30:00+05:30,,,,31.01500129,,,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.62661699946409, 14.299144",2024-02-22T13:30:00+05:30,,,12.43499946,24.22999954,,14.2,,18.04000091,12.86499977,0.875,Good
AT,Amt der Kärntner Landesregierung,NET.02,"46.6293599994641, 14.28931",2024-02-22T11:30:00+05:30,,,,,,30.995,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.652499999464126, 14.266111000000002",2024-02-22T13:30:00+05:30,,,,25.72500038,,,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.652819999464114, 14.2662",2024-02-22T13:30:00+05:30,,,,23.77499961,,,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.69539999946417, 13.91449",2024-02-22T13:30:00+05:30,,,,,,92.075,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.70833299946418, 14.891667000000002",2024-02-22T13:30:00+05:30,,,0.81499993,4.04500007,,84.33,,24.51000022,,1.74,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.801388999464294, 13.493888999999998",2024-02-22T13:30:00+05:30,,,30.83999824,38.29500198,,8.925,,17.37000083,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.825179999464325, 14.33014",2024-02-22T13:30:00+05:30,,,,,,79.71,,,,,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.83497499946434, 14.843459999999999",2024-02-22T13:30:00+05:30,,,40.52500152,34.20499801,,6.38,,37.8050003,29.49499893,4.43500041,Good
AT,Amt der Kärntner Landesregierung,NET.02,"46.84282999946436, 14.52998",2024-02-22T13:30:00+05:30,,,,4.9749999,,,,24.53499984,,1.89999997,Unknown
AT,Amt der Kärntner Landesregierung,NET.02,"46.93499999946445, 13.194532999999998",2024-02-22T13:30:00+05:30,,,1.46499991,11.25500011,,48.84,,0.26999998,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.60833299946549, 16.293056000000004",2024-02-22T13:30:00+05:30,,,,,,69.641,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.670277999465604, 15.859980000000004",2024-02-22T13:30:00+05:30,,,1.18479251,5.16318321,,67.944,,,,1.3499999,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.814166999465854, 16.255",2024-02-22T12:30:00+05:30,,,,,,40.906,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.814166999465854, 16.255",2024-02-22T13:30:00+05:30,,,2.49429988,13.76848793,,,,18.5,,2.65000009,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.86143999946595, 15.32085",2024-02-22T13:30:00+05:30,,,,,,60.362,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"47.959199999466136, 16.20573",2024-02-22T13:30:00+05:30,,,11.34906387,31.55278587,,19.655,,18.5,12.0,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.04511099946632, 14.772278000000004",2024-02-22T13:30:00+05:30,,,,27.44136047,,4.689,,29.0,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.04511099946632, 14.772278000000004",2023-08-01T17:30:00+05:30,,,,,,,,,4.80000019,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.04511099946632, 14.772278000000004",2024-02-22T09:30:00+05:30,,,0.93536245,,,,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.05003999946632, 16.675289",2024-02-22T13:30:00+05:30,,,1.49657988,5.35441207,,55.772,,,,0.75,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.08333299946639, 16.337222",2024-02-22T13:30:00+05:30,,,,18.74044227,,,,17.0,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.084299999466374, 16.329",2024-02-22T13:30:00+05:30,,,,25.33784103,,,,16.0,10.25,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.085699999466414, 16.4311",2024-02-22T13:30:00+05:30,,,,,,45.695,,21.5,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.08611099946639, 16.302222",2024-02-22T13:30:00+05:30,,296.81998,9.22890949,31.55278587,,25.142,,16.5,,1.14999997,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.08611099946639, 16.302222",2023-11-13T18:30:00+05:30,,,,,,,,,6.4499998,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.105099999466425, 15.9189",2024-02-22T13:30:00+05:30,,,1.43422245,5.73686981,,56.67,,,,1.29999995,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.119899999466455, 14.878800000000002",2024-02-22T13:30:00+05:30,,,23.50877761,36.42912292,,4.091,,20.5,12.25,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.12473999946649, 16.33145",2024-02-22T13:30:00+05:30,,244.44,,20.65273284,,,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.14419999946653, 16.95787",2024-02-22T13:30:00+05:30,,,5.11331462,19.6965866,,37.414,,12.0,9.1999998,8.05000019,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.14557999946653, 16.4759",2024-02-22T12:30:00+05:30,,,,,,,,,,3.3499999,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.14557999946653, 16.4759",2024-02-22T13:30:00+05:30,,279.35999,3.74144983,16.92376708,,43.999,,14.5,10.45000076,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.17927899946659, 14.865050000000002",2024-02-22T13:30:00+05:30,,,,,,57.069,,,,0.69999998,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.192339999466625, 14.519540000000001",2024-02-22T13:30:00+05:30,,,36.91563797,29.06680679,,0.898,,23.0,13.5,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.19549999946664, 16.143400000000003",2024-02-22T13:30:00+05:30,,,26.5642929,32.31769943,,13.669,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.201374999466644, 15.619987000000002",2024-02-22T13:30:00+05:30,,343.38,,30.69225311,,,,23.0,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.211599999466664, 15.632499999999999",2024-02-22T13:30:00+05:30,,,7.54525756,25.5290718,,16.562,,18.0,12.10000038,1.5999999,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.21274999946666, 15.205000000000004",2024-02-22T13:30:00+05:30,,,16.21294975,29.44926452,,5.388,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.2306999994667, 16.6363",2024-02-22T13:30:00+05:30,,,,7.55354499,,,,12.5,9.14999961,1.89999997,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.30245999946686, 16.31395",2024-02-22T13:30:00+05:30,,,4.61445522,20.27027511,,32.825,,,,2.65000009,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.30822199946686, 16.327944",2024-02-22T13:30:00+05:30,,,,25.81591415,,,,19.5,11.64999961,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.321839999466896, 15.964620000000004",2024-02-22T13:30:00+05:30,,,,25.5290718,,,,21.5,14.55000019,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.32944499946691, 16.0625",2024-02-22T13:30:00+05:30,,,5.48745965,19.98342895,,22.848,,20.0,14.35000038,1.54999995,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.33096899946691, 15.857798",2024-02-22T05:30:00+05:30,,,1.24714994,15.01147651,,7.782,,14.0,9.5,2.70000004,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.33471999946692, 16.729445",2024-02-22T12:30:00+05:30,,,0.87300497,7.07547283,,,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.33471999946692, 16.729445",2024-02-22T13:30:00+05:30,,,,,,53.078,,11.5,,3.54999995,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.33471999946692, 16.729445",2023-08-01T17:30:00+05:30,,,,,,,,,6.14999961,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.34508999946695, 15.90706",2024-02-22T13:30:00+05:30,,,,17.01937866,,,,17.0,12.95000076,,Good
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.37034999946701, 15.545520000000002",2024-02-22T13:30:00+05:30,,,2.05779743,12.90795707,,34.222,,,,2.45000004,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.385276999467045, 16.182222",2024-02-22T13:30:00+05:30,,,,21.22641754,,,,20.5,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.392899999467055, 16.522",2024-02-22T13:30:00+05:30,,,2.05779743,12.23865509,,47.99,,,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.408609999467096, 15.619166",2024-02-22T13:30:00+05:30,,,13.53157615,31.07471275,,12.871,,25.0,,3.04999995,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.528319999467364, 15.94185",2024-02-22T13:30:00+05:30,,,,,,21.65,,16.5,,,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.578319999467475, 16.578800000000005",2024-02-22T13:30:00+05:30,,,,,,50.983,,14.0,,2.75,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.72420999946784, 15.49842",2024-02-22T13:30:00+05:30,,,,,,40.407,,,,1.04999995,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.87861099946822, 15.046667000000003",2024-02-22T13:30:00+05:30,,,0.81064748,3.44212198,,42.403,,4.0,,0.0,Unknown
AT,Amt der Niederösterreichischen Landesregierung,NET.03,"48.87861099946822, 15.046667000000003",2023-08-01T17:30:00+05:30,,,,,,,,,3.9499998,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"47.7161109994657, 13.632222000000002",2024-02-22T12:30:00+05:30,,,2.05149984,7.76399993,,,,,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"47.7161109994657, 13.632222000000002",2024-02-22T13:30:00+05:30,,,,,,52.689,,2.8045001,1.59249997,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"47.81585499946588, 13.720737000000002",2024-02-22T13:30:00+05:30,,,,,,94.901,,0.98899996,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"47.97385999946617, 13.608920000000001",2024-02-22T13:30:00+05:30,,,11.19499969,18.96999931,,8.606,,12.06799888,7.90750026,1.90999996,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.00089999946622, 13.667610000000002",2024-02-22T13:30:00+05:30,,,,22.89500045,,5.919,,11.60099983,8.20450019,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.04944399946632, 14.442778000000002",2024-02-22T13:30:00+05:30,,,15.89449882,24.8694992,,3.352,,15.52050018,10.02700042,2.25199985,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.16489999946657, 14.036599999999996",2024-02-22T13:30:00+05:30,,413.271,44.75849914,43.82050323,,2.135,,24.04999923,14.86100006,2.30500006,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.209443999466664, 14.436944000000004",2024-02-22T12:30:00+05:30,,366.70547,,43.76300048,,,,,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.209443999466664, 14.436944000000004",2024-02-22T13:30:00+05:30,,,,,,,,18.61149978,12.92000007,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.209443999466664, 14.436944000000004",2023-11-13T14:30:00+05:30,,,3.51499986,,,,,,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.2253499994667, 14.237550000000002",2024-02-22T13:30:00+05:30,,,24.56999969,38.38999938,,2.355,,21.35900115,14.46650028,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.257473999466775, 13.03923",2024-02-22T13:30:00+05:30,,,13.83650016,29.4300003,,5.308,,11.94750022,9.12450027,0.546,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.27328999946678, 14.31479",2024-02-22T13:30:00+05:30,,331.78097,30.09849548,38.80999755,,6.954,,19.03949928,11.47599983,2.65149974,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.279749999466794, 14.366499999999997",2024-02-22T13:30:00+05:30,,279.39501,,20.23250007,,,,12.1630001,7.77000045,2.46500015,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.30298999946685, 14.282169999999999",2024-02-22T13:30:00+05:30,,424.91251,,46.24900054,,,,21.82449913,14.07050037,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.30611899946686, 14.297503",2024-02-22T13:30:00+05:30,,,36.625,42.22499847,,3.529,,13.75150108,9.35549926,,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.323332999466906, 14.297778",2024-02-22T12:30:00+05:30,,,,41.33000183,,,,,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.323332999466906, 14.297778",2024-02-22T13:30:00+05:30,,,,,,,,16.49300003,10.16650009,2.0999999,Good
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.323332999466906, 14.297778",2023-11-13T14:30:00+05:30,,,28.89499855,,,,,,,,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.531110999467394, 14.574722000000007",2024-02-22T12:30:00+05:30,,,,,,,,,,1.74550008,Unknown
AT,Amt der Oberösterreichischen Landesregierung,NET.04,"48.531110999467394, 14.574722000000007",2024-02-22T13:30:00+05:30,,,0.47999995,2.44749975,,88.386,,1.52999997,1.1164999,,Good
AT,Amt der Salzburger Landesregierung,NET.05,"47.12565999946472, 13.80804",2024-02-22T13:30:00+05:30,,,12.40914154,21.22641754,,23.047,,15.04500007,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.13377999946474, 13.54318",2024-02-22T13:30:00+05:30,,,,37.48088455,,23.347,,18.41500091,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.326639999465016, 12.795124000000001",2024-02-22T13:30:00+05:30,,,29.93159866,31.17032623,,5.388,,29.47500038,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.326639999465016, 12.795124000000001",2024-02-08T14:30:00+05:30,,,,,,,,,13.1999998,,Good
AT,Amt der Salzburger Landesregierung,NET.05,"47.351386999465056, 13.205556000000001",2024-02-22T13:30:00+05:30,,,42.71488571,28.77996444,,2.295,,,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.650277999465565, 13.232778",2024-02-22T13:30:00+05:30,,,,,,86.302,,,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.66699999946559, 13.106",2024-02-22T13:30:00+05:30,,,1.49657988,4.780725,,65.849,,,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.68258999946563, 13.09995",2024-02-22T13:30:00+05:30,,285.18,,45.99057388,,,,8.32999992,,4.26357412,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.69134999946565, 13.10815",2024-02-22T13:30:00+05:30,,,,36.33351135,,,,7.36999988,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.79739999946582, 13.053289999999999",2024-02-22T13:30:00+05:30,,349.20001,,48.1897087,,,,16.54500007,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.80555599946585, 13.043333000000004",2024-02-22T13:30:00+05:30,,,8.16883182,25.24222755,,38.711,,6.5,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.80555599946585, 13.043333000000004",2023-09-28T18:30:00+05:30,,,,,,,,,,3.19768047,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.81486099946588, 13.000439",2024-02-22T13:30:00+05:30,,,,40.25370407,,,,12.44000053,,,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.81574799946586, 13.028006000000001",2024-02-22T13:30:00+05:30,,,,25.05099868,,35.618,,8.71500015,,1.99855041,Unknown
AT,Amt der Salzburger Landesregierung,NET.05,"47.936666999466105, 13.015833",2024-02-22T13:30:00+05:30,,,0.87300497,6.97985839,,67.346,,,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.767199999464246, 15.9563",2024-02-22T13:30:00+05:30,,,0.8293547,8.02205657,,73.398,,18.11499977,,1.98892951,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.767199999464246, 15.9563",2024-02-21T23:30:00+05:30,,,0.39285224,5.68906259,,79.988,,9.11999988,,1.96098959,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.77833299946426, 15.540556",2024-02-22T13:30:00+05:30,,,,25.64232635,,,,33.8563385,23.36024856,,Good
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.81388899946432, 15.212778000000005",2024-02-22T13:30:00+05:30,,,2.92065739,21.96116828,,,,33.54693222,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.81388899946432, 15.212778000000005",2024-02-20T10:30:00+05:30,,,,,,3.232,,,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"46.87138899946438, 15.495832999999996",2024-02-22T13:30:00+05:30,,,0.86268198,9.85678863,,67.181,,14.46732139,,3.13710832,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.04027799946461, 14.330725000000001",2024-02-22T13:30:00+05:30,,,,,,78.267,,,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.041719999464604, 15.433080000000002",2024-02-22T13:30:00+05:30,,471.63999,36.25758361,49.7385559,,6.212,,37.71311187,21.52292442,0.8756355,Good
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.044721999464606, 15.152778000000001",2024-02-22T13:30:00+05:30,,,0.48282504,12.21765327,,60.123,,25.58786392,11.92179107,,Good
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.047349999464615, 16.079050000000002",2024-02-22T13:30:00+05:30,,,30.21566581,24.75721359,,8.35,,40.19533538,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.05007999946463, 15.428610000000004",2024-02-22T13:30:00+05:30,,,,57.42532348,,,,45.6529541,17.27508926,,Good
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.05561099946463, 15.416603",2024-02-22T13:30:00+05:30,,551.82999,,56.15950775,,,,47.00711822,,1.81394505,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.05951999946464, 15.466650000000003",2024-02-22T13:30:00+05:30,,,,37.82106781,,,,39.82388305,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.063329999464635, 15.086667",2024-02-22T13:30:00+05:30,,,,8.12971973,,,,24.74084091,,0.0,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.067010999464635, 15.493689",2024-02-22T13:30:00+05:30,,,,,,42.883,,16.10351181,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.06923999946465, 15.431944999999997",2024-02-22T13:30:00+05:30,,441.88946,,45.13217926,,,,40.37247085,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.069442999464655, 15.404387999999999",2024-02-22T13:30:00+05:30,,,,51.7536087,,,,45.23140716,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.07583299946467, 15.437500000000004",2024-02-22T13:30:00+05:30,,,,,,17.299,,,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.09436099946469, 15.415111000000001",2024-02-22T13:30:00+05:30,,,24.89352416,40.75976562,,7.833,,37.06654357,,2.56802248,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.1130559994647, 15.339167000000002",2024-02-22T13:30:00+05:30,,,,34.4635353,,,,,,1.41207897,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.12027799946471, 15.351110999999998",2024-02-22T13:30:00+05:30,,,,36.7302246,,,,24.04871177,,2.09329843,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.135699999464734, 15.323199999999998",2024-02-22T13:30:00+05:30,,,,30.88304138,,,,20.76965713,,0.706595,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.178079999464806, 14.676667000000002",2024-02-22T13:30:00+05:30,,,1.30760693,13.45052814,,53.386,,18.83370208,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.19249999946483, 14.753333",2024-02-22T13:30:00+05:30,,,,18.85042953,,,,27.04611587,,,Unknown
AT,Amt der Steiermärkischen Landesregierung,NET.06,"47.210369999464845, 14.825278000000003",2024-02-22T13:30:00+05:30,,,,32.86574554,,,,26.36386108,,,Unknown
